mois_non_declares,solde,mois_payes_spontane_dern_seg,anciennete_mois,recence_decl_mois,recence_seg_mois,ecart_mois_decl_vs_seg,regime,centre_impot,segment,activite,RISQUE_BIN
-1.0,630200.0,3.0,219.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,"COM. GROS d,RESTAURATION h",0.0
1.0,17712.0,3.0,9.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,"BATIMENTS ET TRAVAUX PUBLICS : ENTREPRISES GENERALES DE BATIMENT, ENTREPRISES DE PEINTURE, D?INSTALLATIONS SANITAIRES, D?INSTALLATIONS ELECTRIQUES, DE ZINGUERIE, DE PLOMBERIE, DE VITRERIE ; CONSTRUCTION ET ENTRETIEN DES ROUTES, VOIES FERREES, CANALISATION D?EAU (OUVRAGES D?ART EXCLUS)",1.0
0.0,17707370.0,1.0,783.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 1,J,ENSEIGNEMENT,0.0
-1.0,117707.0,2.0,51.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,"TRANSPORT AERIEN, SECURITE ET NAVIGATION AERIENNES",0.0
-1.0,195651.0,3.0,48.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE GENERAL,0.0
-1.0,6158.0,3.0,44.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,"PROFESSIONS LIBERALES, CABINETS COMPTABLES ET FISCAUX, CONSEILS JURIDIQUES, OFFICIERS MINISTERIELS",0.0
-1.0,69518.0,2.0,57.0,0.0,0.0,0.0,1,CENTRE DIVI DES IMPOTS DE DOUALA 5,J,CONSEIL JURIDIQUE,0.0
-1.0,1076778.0,3.0,223.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,J,AFF. IMMOB. s FOURN. AUX ENTREP.,0.0
0.0,10507.0,2.0,37.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,COMMERCE GENERAL,0.0
-1.0,436679.0,0.0,90.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES PROFESSIONS LIBERALES DOUALA,R,COMPTABILITE,0.0
-1.0,284.0,3.0,45.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
1.0,10714.0,3.0,7.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 2,V,COMMERCE DE GROS ET DE DETAIL,1.0
4.0,193342.0,3.0,48.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,"BLANCHISSERIES, NETTOYAGE ET TEINTURE DES VETEMENTS",1.0
-1.0,8237772.0,3.0,421.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,V,"BLANCHISSERIE, TEINTURERIE",0.0
-1.0,46980.0,3.0,7.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,"BATIMENTS ET TRAVAUX PUBLICS : ENTREPRISES GENERALES DE BATIMENT, ENTREPRISES DE PEINTURE, D?INSTALLATIONS SANITAIRES, D?INSTALLATIONS ELECTRIQUES, DE ZINGUERIE, DE PLOMBERIE, DE VITRERIE ; CONSTRUCTION ET ENTRETIEN DES ROUTES, VOIES FERREES, CANALISATION D?EAU (OUVRAGES D?ART EXCLUS)",1.0
0.0,31782.0,3.0,20.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,REPARATION ET INSTALLATION DES MACHINES ET EQUIPEMENTS,1.0
-1.0,22235.0,0.0,2.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,ACTIVITES D'INFORMATION ET DE TELECOMMUNICATIONS,0.0
0.0,6955180.0,0.0,35.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,VENTE/PRODUCTEUR ENERGIE ET LUBRIFIANT,1.0
-1.0,22295.0,2.0,2.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
8.0,-67601.0,3.0,203.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,SERV. FOURN. AUX ENTREPRISES,0.0
-1.0,292854.0,3.0,25.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,"PROFESSIONS LIBERALES, CABINETS COMPTABLES ET FISCAUX, CONSEILS JURIDIQUES, OFFICIERS MINISTERIELS",0.0
-1.0,36846.0,3.0,14.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,-277.0,3.0,79.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 10,J,ENSEIGNEMENT,0.0
-1.0,1253773.0,3.0,255.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,CONSEIL JURIDIQUE,0.0
1.0,12236.0,1.0,11.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,9534.0,3.0,10.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,TRANSITAIRES ET AGREES EN DOUANE,1.0
-1.0,10560.0,3.0,17.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,J,COMMERCE DE GROS ET DE DETAIL,1.0
0.0,67688446.0,3.0,452.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,1.0
0.0,129945368.0,3.0,197.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,1.0
10.0,750142.0,1.0,51.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,0.0
0.0,-14.0,3.0,24.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FINANCIERES ET D'ASSURANCE,0.0
0.0,-13.0,3.0,26.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,V,ACTIVITES FINANCIERES ET D'ASSURANCE,0.0
0.0,-211.0,3.0,368.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,COMMERCE DE GROS ET DE DETAIL,0.0
-1.0,233127.0,3.0,442.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,TRAVAUX ANNEXES DU BATIMENT,1.0
0.0,1103814.0,0.0,82.0,0.0,0.0,0.0,1,CENTRE DIV DES IMPOTS DE YAOUNDE 1,R,SERV. FOURN. AUX PARTICULIERS m,1.0
-1.0,-97328446.0,3.0,610.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,V,"ENTREPRISES DE PRODUCTION, DE TRANSPORT ET DE DISTRIBUTION D?ELECTRICITE",1.0
0.0,-519536.0,3.0,127.0,0.0,0.0,0.0,1,DGE CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 2,J,"ENTREPRISES DE PRODUCTION, DE TRANSPORT ET DE DISTRIBUTION D?ELECTRICITE",1.0
0.0,98092.0,2.0,58.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU LITTORAL 1,J,DETAILLANT ENERGIE ET LUBRIFIANT,0.0
-1.0,204356.0,0.0,33.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,"BATIMENTS ET TRAVAUX PUBLICS : ENTREPRISES GENERALES DE BATIMENT, ENTREPRISES DE PEINTURE, D?INSTALLATIONS SANITAIRES, D?INSTALLATIONS ELECTRIQUES, DE ZINGUERIE, DE PLOMBERIE, DE VITRERIE ; CONSTRUCTION ET ENTRETIEN DES ROUTES, VOIES FERREES, CANALISATION D?EAU (OUVRAGES D?ART EXCLUS)",1.0
-1.0,-1428.0,3.0,19.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,-6735434.0,3.0,303.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,J,VENTE/PRODUCTEUR ENERGIE ET LUBRIFIANT,1.0
0.0,1426.0,3.0,9.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,218546.0,3.0,41.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE GENERAL,0.0
0.0,-3642.0,3.0,94.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,SERV. FOURN. AUX ENTREPRISES,1.0
0.0,241123.0,3.0,381.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,SERV. FOURN. AUX ENTREPRISES,1.0
-1.0,-594.0,3.0,15.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,"BATIMENTS ET TRAVAUX PUBLICS : ENTREPRISES GENERALES DE BATIMENT, ENTREPRISES DE PEINTURE, D?INSTALLATIONS SANITAIRES, D?INSTALLATIONS ELECTRIQUES, DE ZINGUERIE, DE PLOMBERIE, DE VITRERIE ; CONSTRUCTION ET ENTRETIEN DES ROUTES, VOIES FERREES, CANALISATION D?EAU (OUVRAGES D?ART EXCLUS)",1.0
-1.0,10258237.0,3.0,407.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,V,TRANSITAIRE ET AUXILIAIRES DES TRANSPORTS,1.0
-1.0,84161.0,3.0,190.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,SOINS MEDICAUX d a SERVICES,0.0
0.0,-4805.0,3.0,454.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,V,REPARATION APPAREIL FRIGORIFIQUE,1.0
-1.0,157820.0,1.0,219.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,TRANSITAIRE ET AUXILIAIRES DES TRANSPORTS,1.0
-1.0,523976.0,3.0,312.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,TRANSITAIRE ET AUXILIAIRES DES TRANSPORTS,1.0
0.0,148607.0,1.0,85.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU LITTORAL 1,J,AUTRES S. SOC. c FOURN A LA COLLEC,0.0
5.0,177812.0,0.0,8.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,-1342.0,3.0,30.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,COMMERCE DE GROS ET DE DETAIL,0.0
11.0,64830.0,0.0,30.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,ACTIVITE POUR LA SANTE HUMAINE ET ACTION SOCIALE,0.0
-1.0,72122.0,3.0,7.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,AGENCES DE VOYAGE,0.0
-1.0,117924.0,1.0,21.0,0.0,0.0,0.0,1,CENTRE DIV DES IMPOTS DE YAOUNDE 1,J,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,949523.0,3.0,273.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 10,V,"HOTELS, HOTELS MEUBLES e ANALOGUES",0.0
2.0,1029.0,1.0,17.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,-1291.0,3.0,23.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
14.0,35820.0,2.0,33.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,1.0
-1.0,-349.0,2.0,3.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,632743.0,3.0,39.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,V,ACHETEUR DE CACAO,0.0
-1.0,416468.0,1.0,22.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA AKWA 1,J,ACTIVITES FINANCIERES ET D'ASSURANCE,0.0
4.0,383088.0,0.0,261.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,DETAILLANT COMMERCE GENERAL,0.0
-1.0,5467622.0,3.0,609.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,V,"TRANSPORT AERIEN, SECURITE ET NAVIGATION AERIENNES",1.0
0.0,17150.0,2.0,11.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,118130.0,3.0,12.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,INDUSTRIES POLYGRAPHIQUES,1.0
0.0,-44185.0,3.0,190.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,SERV. FOURN. AUX ENTREPRISES,0.0
-1.0,112600.0,3.0,9.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,11359.0,0.0,2.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,"HOTELS, RESTAURANTS, CAFES, BARS ET DANCING",0.0
0.0,69513.0,1.0,15.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,TRANSPORT ET ENTREPOSAGE,1.0
-1.0,62039.0,0.0,70.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,COMMERCE GENERAL,0.0
1.0,-4323.0,3.0,33.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,COMMERCE GENERAL,0.0
-1.0,-530.0,3.0,155.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,REPARATION APPAREIL FRIGORIFIQUE,1.0
-1.0,419831.0,0.0,258.0,0.0,0.0,0.0,1,CENTRE DIVISIONNAIRE DES IMPOTS DU MAYO BANYO,R,TRANSPORTS PAR CAMIONS,1.0
1.0,0.0,2.0,8.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,"ENTREPRISES DE PRODUCTION, DE TRANSPORT ET DE DISTRIBUTION D?ELECTRICITE",1.0
0.0,6590363.0,0.0,38.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,SERV. FOURN. AUX ENTREPRISES,1.0
0.0,1517786.0,3.0,141.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,SERV. FOURN. AUX ENTREPRISES,1.0
-1.0,14767.0,3.0,7.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,J,COMMERCE DE GROS ET DE DETAIL,1.0
0.0,8993797.0,2.0,207.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ENTREPRISES D?ENTRETIEN ET DE NETTOYAGE D?IMMEUBLES,0.0
1.0,117197.0,3.0,71.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,1.0
18.0,36639.0,0.0,19.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,TRANSPORTS ROUTIERS DE MARCHANDISES OU DE VOYAGEURS,1.0
1.0,2954968.0,3.0,120.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,SOINS MEDICAUX d a SERVICES,0.0
-1.0,1162931.0,1.0,152.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,"PROFESSIONS LIBERALES, CABINETS COMPTABLES ET FISCAUX, CONSEILS JURIDIQUES, OFFICIERS MINISTERIELS",0.0
-1.0,61714.0,2.0,121.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,0.0
0.0,657306.0,3.0,261.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,COMMERCE DE GROS ET DE DETAIL,0.0
13.0,73.0,3.0,42.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITE POUR LA SANTE HUMAINE ET ACTION SOCIALE,0.0
-1.0,23988.0,3.0,17.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,ACTIVITE POUR LA SANTE HUMAINE ET ACTION SOCIALE,0.0
-1.0,24144.0,3.0,3.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,"MEDECINS, PHARMACIENS, DENTISTES",0.0
0.0,-67.0,3.0,63.0,0.0,0.0,0.0,1,CENTRE DIVI DES IMPOTS DE DOUALA 5,V,"ENTREPRISES ET AGENCES DE PRESSE, STUDIOS PHOTOGRAPHIQUES",0.0
-1.0,434459.0,1.0,58.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SOINS MEDICAUX d a SERVICES,0.0
0.0,-30.0,2.0,2.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITE DES ORGANISATIONS ET ORGANISMES EXTRATERRITORIAUX,0.0
0.0,781.0,3.0,23.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,1.0
1.0,9635.0,3.0,14.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
2.0,265141.0,2.0,128.0,0.0,0.0,0.0,1,DGE CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 8,J,SERV. FOURN. AUX ENTREPRISES,0.0
0.0,35998.0,2.0,10.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,"PROFESSIONS LIBERALES, CABINETS COMPTABLES ET FISCAUX, CONSEILS JURIDIQUES, OFFICIERS MINISTERIELS",0.0
0.0,-260.0,1.0,1.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 10,V,"ENTREPRISES FORESTIERES, SCIERIES",1.0
-1.0,-104.0,3.0,125.0,0.0,0.0,0.0,1,CENTRE DIVISIONNAIRE DES IMPOTS DU LOM ET DJEREM,V,BATIMENT ET TRAVAUX PUBLICS,1.0
50.0,38803.0,3.0,135.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,ACTIVITE POUR LA SANTE HUMAINE ET ACTION SOCIALE,1.0
1.0,92827.0,0.0,159.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 10,R,COMMERCE GENERAL,0.0
-1.0,10138.0,3.0,168.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,J,COMMERCE GENERAL,0.0
0.0,-340.0,3.0,11.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,J,ACTIVITE POUR LA SANTE HUMAINE ET ACTION SOCIALE,0.0
-1.0,42958.0,3.0,22.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,"HOTELS, RESTAURANTS, CAFES, BARS ET DANCING",0.0
-1.0,61.0,3.0,102.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,105710.0,0.0,29.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,36221.0,3.0,31.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE DE GROS ET DE DETAIL,0.0
-1.0,68568.0,3.0,38.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,1.0
-1.0,122792.0,2.0,7.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,COMMERCE DE GROS ET DE DETAIL,1.0
0.0,62769.0,0.0,7.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,"AUTRES ACTIVITES FOURNIES A LA COLLECTIVITE, ACTIVITES SOCIALES ET PERSONNELLES",0.0
0.0,32553.0,3.0,171.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,SERVICES PERSONNELS N.C.A,0.0
0.0,2307773.0,0.0,127.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,SERV. FOURN. AUX ENTREPRISES,0.0
-1.0,393610.0,3.0,75.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,COMMERCE GENERAL,0.0
6.0,42474.0,1.0,15.0,0.0,0.0,0.0,1,CSI WOURI 1,J,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,75556.0,1.0,24.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,"BATIMENTS ET TRAVAUX PUBLICS : ENTREPRISES GENERALES DE BATIMENT, ENTREPRISES DE PEINTURE, D?INSTALLATIONS SANITAIRES, D?INSTALLATIONS ELECTRIQUES, DE ZINGUERIE, DE PLOMBERIE, DE VITRERIE ; CONSTRUCTION ET ENTRETIEN DES ROUTES, VOIES FERREES, CANALISATION D?EAU (OUVRAGES D?ART EXCLUS)",1.0
-1.0,25608.0,3.0,81.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE GENERAL,0.0
-1.0,10134.0,3.0,31.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,COMMERCE DE GROS ET DE DETAIL,0.0
8.0,464212.0,3.0,149.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 8,V,COMMERCE GENERAL,0.0
-1.0,152531.0,3.0,29.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,-798.0,3.0,30.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,41981.0,3.0,33.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,TRANSPORTS PAR CAMIONS,1.0
-1.0,43950.0,3.0,9.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE DE GROS ET DE DETAIL,1.0
4.0,807422.0,0.0,15.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,9967.0,3.0,56.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,RESTAURANTS ET DEBITS DE BOISSONS,0.0
-1.0,-511.0,1.0,42.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,TRANSPORTS PAR CAMIONS,1.0
0.0,1378230.0,1.0,111.0,0.0,0.0,0.0,1,CENTRE DIVISIONNAIRE DES IMPOTS DU MOUNGO(NKONGSAMBA),J,VENTE/PRODUCTEUR ENERGIE ET LUBRIFIANT,1.0
1.0,3370.0,2.0,3.0,0.0,0.0,0.0,1,CENTRE SPECIALISE DES IMPOTS,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,21020.0,1.0,30.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,1.0
-1.0,1207901.0,3.0,17.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,TRANSPORTS ROUTIERS DE MARCHANDISES OU DE VOYAGEURS,1.0
7.0,-242.0,3.0,47.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,COMMERCE GENERAL,0.0
0.0,64396.0,2.0,73.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,TRANSPORTS PAR LA VOIE TERRESTRE,1.0
0.0,-242.0,3.0,10.0,0.0,0.0,0.0,1,CENTRE DIVI DES IMPOTS DE DOUALA 5,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
2.0,951269.0,1.0,36.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,VENTE/PRODUCTEUR ENERGIE ET LUBRIFIANT,0.0
5.0,349572.0,2.0,72.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,0.0
0.0,112627.0,2.0,258.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,REPARATION APPAREIL FRIGORIFIQUE,1.0
-1.0,176812.0,2.0,15.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,10099.0,3.0,37.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,COMMERCE GENERAL,0.0
1.0,149971.0,1.0,141.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 10,J,BATIMENT ET TRAVAUX PUBLICS,1.0
-1.0,63852.0,3.0,133.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 10,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,570.0,2.0,27.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,"AUTRES ACTIVITES FOURNIES A LA COLLECTIVITE, ACTIVITES SOCIALES ET PERSONNELLES",0.0
-1.0,131160.0,0.0,147.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,COMMERCE GENERAL,0.0
-1.0,157490.0,2.0,60.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,1.0
