mois_non_declares,solde,mois_payes_spontane_dern_seg,anciennete_mois,recence_decl_mois,recence_seg_mois,ecart_mois_decl_vs_seg,regime,centre_impot,segment,activite,RISQUE_BIN
-1.0,489552.0,1.0,87.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU LITTORAL 1,J,"HOTELS, HOTELS MEUBLES e ANALOGUES",0.0
-1.0,36709.0,3.0,22.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,1.0
2.0,36015.0,0.0,11.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,301081.0,2.0,159.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,ACTIVITES D'INFORMATION ET DE TELECOMMUNICATIONS,0.0
-1.0,3618461.0,3.0,292.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU LITTORAL 2,J,"HOTELS, HOTELS MEUBLES e ANALOGUES",0.0
-1.0,59462.0,1.0,39.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,ACTIVITES IMMOBILIERES,1.0
0.0,11109711.0,3.0,129.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 10,V,SERV. FOURN. AUX ENTREPRISES,0.0
-1.0,664358.0,2.0,309.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,RESTAURANTS ET DEBITS DE BOISSONS,0.0
0.0,244321.0,2.0,207.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,RESTAURANTS ET DEBITS DE BOISSONS,0.0
3.0,456687.0,2.0,203.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,J,"COM. GROS d,RESTAURATION h",0.0
-1.0,4291890.0,1.0,145.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,RESTAURANTS ET DEBITS DE BOISSONS,0.0
0.0,134854.0,3.0,110.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,HEBERGEMENT ET RESTAURATION,0.0
0.0,-164.0,3.0,14.0,0.0,0.0,0.0,9,CENTRE DIV IMPOTS DE DOUALA 1,V,HEBERGEMENT ET RESTAURATION,0.0
-1.0,162873.0,0.0,34.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 6,R,COMMERCE GENERAL,0.0
-1.0,36015.0,0.0,2.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 6,R,SERV. FOURN. AUX ENTREPRISES,0.0
1.0,129291.0,0.0,90.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,37869.0,3.0,41.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,1.0
0.0,97020.0,1.0,27.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,COMMERCE DE GROS ET DE DETAIL,0.0
0.0,57809.0,3.0,37.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,COMMERCE GENERAL,0.0
2.0,31516.0,1.0,45.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,1.0
0.0,45556.0,2.0,86.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU LITTORAL 1,J,BATIMENT ET TRAVAUX PUBLICS,1.0
-1.0,618502.0,3.0,15.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,1505405.0,3.0,84.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU CENTRE 1,V,TRANSPORTS PAR CAMIONS,1.0
-1.0,10552.0,3.0,3.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 13,V,SERV. FOURN. AUX ENTREPRISES,1.0
-1.0,24293.0,3.0,43.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,SERV. FOURN. AUX ENTREPRISES,1.0
0.0,-927.0,3.0,26.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,41745.0,0.0,262.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,COMMERCE GENERAL,0.0
-1.0,129724.0,3.0,23.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 1,V,ENSEIGNEMENT,0.0
-1.0,1135581.0,3.0,67.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 1,J,ENSEIGNEMENT,0.0
3.0,189160.0,1.0,40.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,TRANSPORTS PAR CAMIONS,1.0
-1.0,16412.0,3.0,29.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE DE GROS ET DE DETAIL,0.0
3.0,1070727.0,3.0,238.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,"TRANSPORT AERIEN, SECURITE ET NAVIGATION AERIENNES",0.0
0.0,54125.0,2.0,8.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
2.0,61694.0,0.0,26.0,0.0,0.0,0.0,2,CENTRE DIV IMPOTS DE DOUALA 1,R,"AGRICULTURE ET ENTREPRISES AGRO-PASTORALES, HORTICULTURE, SYLVICULTURE",0.0
0.0,24934.0,2.0,61.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,VENTE/PRODUCTEUR PRODUIT INDETERMINE,0.0
-1.0,606406.0,2.0,172.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,COMMERCE DE GROS ET DE DETAIL,0.0
7.0,3168.0,2.0,14.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,J,TRANSPORTS ROUTIERS DE MARCHANDISES OU DE VOYAGEURS,1.0
0.0,-456.0,3.0,35.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,"ENTREPRISES DE FABRICATION D?OBJETS EN BOIS, IVOIRE ET OR",1.0
10.0,311720.0,1.0,14.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,ACTIVITES D'INFORMATION ET DE TELECOMMUNICATIONS,0.0
-1.0,41159.0,3.0,102.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,COMMERCE GENERAL,0.0
-1.0,15085.0,3.0,8.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,291659.0,3.0,256.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,SERV. FOURN. AUX ENTREPRISES,0.0
-1.0,9688057.0,3.0,416.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,V,ASSURANCES,0.0
-1.0,-2787.0,0.0,180.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 10,R,ACTIVITES IMMOBILIERES,0.0
-1.0,70103.0,3.0,219.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,AGENCES IMMOBILIERES,0.0
5.0,317829.0,3.0,259.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 2,V,AGENCES IMMOBILIERES,0.0
2.0,1624791.0,3.0,467.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 3,V,CONSEIL JURIDIQUE,0.0
-1.0,466383.0,3.0,421.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,AUTRES S. SOC. c FOURN A LA COLLEC,1.0
0.0,29828860.0,3.0,473.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,V,INDUSTRIES MANUFACTURIERES,1.0
-1.0,352643.0,2.0,386.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,J,"ENTREPRISES FORESTIERES, SCIERIES",1.0
-1.0,173779.0,3.0,147.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,AGENCES IMMOBILIAIRES,0.0
-2.0,-5477525.0,3.0,367.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 10,V,ENSEIGNEMENT,0.0
-1.0,1960251.0,1.0,303.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,1.0
0.0,146120.0,0.0,10.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,48810.0,3.0,66.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,SERV. FOURN. AUX ENTREPRISES,1.0
0.0,127079.0,2.0,19.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,COMMERCE DE GROS ET DE DETAIL,1.0
1.0,35349.0,2.0,31.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ASSURANCES,0.0
-1.0,88268.0,3.0,25.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,626874.0,3.0,63.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,"MEDECINS, PHARMACIENS, DENTISTES",0.0
0.0,23132.0,3.0,10.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,"PROFESSIONS LIBERALES, CABINETS COMPTABLES ET FISCAUX, CONSEILS JURIDIQUES, OFFICIERS MINISTERIELS",0.0
-1.0,120899.0,3.0,18.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,PRODUCTION DE CAOUTCHOUC ET FABRICATION D'ARTICLES EN CAOUTCHOUC ET MATIERES PLASTIQUES,1.0
2.0,47891.0,1.0,81.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,COMMERCE GENERAL,1.0
0.0,155579.0,2.0,51.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,4068719.0,3.0,614.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,J,ACTIVITES FINANCIERES ET D'ASSURANCE,0.0
0.0,50560.0,2.0,45.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,COMMERCE GENERAL,0.0
0.0,-6.0,1.0,1.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,108769.0,3.0,107.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 10,V,"HOTELS, RESTAURANTS, CAFES, BARS ET DANCING",0.0
1.0,329969.0,3.0,99.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,VENTE/PRODUCTEUR PHARMACEUTIQUE,0.0
2.0,718862.0,0.0,5.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA AKWA 1,R,COMMERCE DE GROS ET DE DETAIL,1.0
0.0,-1968.0,3.0,15.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,5884.0,1.0,599.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,COMMERCE DE GROS ET DE DETAIL,0.0
0.0,71865.0,1.0,45.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,DETAILLANT COMMERCE GENERAL,0.0
0.0,1785.0,3.0,11.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,326507.0,1.0,194.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,BATIMENT ET TRAVAUX PUBLICS,1.0
2.0,23547.0,1.0,16.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
1.0,24264030.0,0.0,255.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA AKWA 1,R,"TRANSPORTS MARITIMES, TRANSPORTS FLUVIAUX, BACS",1.0
3.0,583258.0,2.0,295.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,J,TRANSITAIRE ET AUXILIAIRES DES TRANSPORTS,1.0
-1.0,21322.0,3.0,37.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE GENERAL,0.0
0.0,-43.0,2.0,2.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,"HOTELS, RESTAURANTS, CAFES, BARS ET DANCING",0.0
0.0,-45.0,1.0,1.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,2789984.0,3.0,325.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 2,J,"PROFESSIONS LIBERALES, CABINETS COMPTABLES ET FISCAUX, CONSEILS JURIDIQUES, OFFICIERS MINISTERIELS",0.0
-1.0,86485.0,3.0,183.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 13,V,SERV. FOURN. AUX ENTREPRISES,1.0
-1.0,26054.0,3.0,8.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,COMMERCE DE GROS ET DE DETAIL,1.0
0.0,-113179.0,3.0,326.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,J,"BOULANGERIES, PATISSERIES, BISCUITERIES, FABRICATION DE PRODUITS A BASE DE CEREALES",1.0
0.0,66062229.0,3.0,429.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,J,ACTIVITES FINANCIERES ET D'ASSURANCE,0.0
0.0,43984.0,2.0,3.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,4547947.0,3.0,329.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,DETAILLANT COMMERCE GENERAL,0.0
0.0,1416695.0,0.0,84.0,0.0,0.0,0.0,1,CENTRE SPECIALISE DES IMPOTS DU LITTORAL 5 (EDEA),R,LOCATION MATERIEL ET IMMEUBLE COMMERCIAL,1.0
-1.0,45802.0,3.0,215.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,AGENCES IMMOBILIERES,0.0
17.0,250313.0,3.0,164.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,SERVICES PERSONNELS N.C.A,0.0
0.0,-32256.0,3.0,162.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,LOCATION MATERIEL ET IMMEUBLE COMMERCIAL,0.0
0.0,-51.0,3.0,34.0,0.0,0.0,0.0,1,CSI WOURI 1,V,ACTIVITES IMMOBILIERES,0.0
-1.0,37949.0,2.0,78.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,ACTIVITES IMMOBILIERES,1.0
2.0,1078005.0,0.0,266.0,0.0,0.0,0.0,1,CSI WOURI 2,R,AUTRES INDUSTRIE CONFECTION,1.0
5.0,91332.0,2.0,52.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,AGENCES IMMOBILIERES,0.0
2.0,169941.0,3.0,96.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,SERV. FOURN. AUX ENTREPRISES,0.0
37.0,48361.0,2.0,43.0,0.0,0.0,0.0,1,CENTRE SPECIALISE DES IMPOTS,J,AGENCES IMMOBILIAIRES,0.0
0.0,15580.0,2.0,10.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,ACTIVITES IMMOBILIERES,0.0
-1.0,55208.0,3.0,51.0,0.0,0.0,0.0,1,CENTRE SPECIALISE DES IMPOTS,V,AFF. IMMOB. s FOURN. AUX ENTREP.,0.0
-1.0,144572.0,3.0,141.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,AFF. IMMOB. s FOURN. AUX ENTREP.,0.0
3.0,5521.0,1.0,24.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ACTIVITES IMMOBILIERES,0.0
1.0,51056.0,0.0,57.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,SERV. FOURN. AUX ENTREPRISES,0.0
-1.0,89205.0,2.0,171.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 3,J,AFF. IMMOB. s FOURN. AUX ENTREP.,0.0
0.0,2001940.0,0.0,122.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 3,R,AFF. IMMOB. s FOURN. AUX ENTREP.,0.0
-1.0,242803.0,3.0,105.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,SERV. FOURN. AUX ENTREPRISES,1.0
-1.0,-79927.0,3.0,120.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,AFF. IMMOB. s FOURN. AUX ENTREP.,0.0
-1.0,7331.0,3.0,15.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES IMMOBILIERES,0.0
-1.0,158979.0,3.0,27.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ACTIVITES IMMOBILIERES,0.0
-1.0,201066.0,2.0,75.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,AGENCES IMMOBILIAIRES,0.0
2.0,115763.0,0.0,15.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,ACTIVITES IMMOBILIERES,0.0
-1.0,505784.0,2.0,95.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,ACTIVITES IMMOBILIERES,0.0
-1.0,93779.0,3.0,302.0,0.0,0.0,0.0,1,CENTRE DIVISIONNAIRE DES IMPOTS DE BONABERI 1,V,SERV. FOURN. AUX ENTREPRISES,0.0
2.0,-38296.0,3.0,23.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
-1.0,76348.0,3.0,10.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ACTIVITES IMMOBILIERES,0.0
2.0,644989.0,3.0,231.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,ACTIVITES IMMOBILIERES,0.0
0.0,1346593.0,0.0,243.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,AGENCES IMMOBILIERES,0.0
0.0,-562.0,3.0,105.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,0.0
-1.0,271866.0,2.0,54.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES PROFESSIONS LIBERALES DOUALA,J,SERV. FOURN. AUX ENTREPRISES,1.0
1.0,36734.0,1.0,8.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,ACTIVITE DES ORGANISATIONS ET ORGANISMES EXTRATERRITORIAUX,0.0
0.0,-49615.0,3.0,80.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,CONSEILS JURIDIQUES,0.0
-1.0,369226.0,1.0,282.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,"PROFESSIONS LIBERALES, CABINETS COMPTABLES ET FISCAUX, CONSEILS JURIDIQUES, OFFICIERS MINISTERIELS",0.0
0.0,-293.0,3.0,33.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,TRANSITAIRE ET AUXILIAIRES DES TRANSPORTS,1.0
-1.0,72977.0,3.0,3.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,"BOULANGERIES, PATISSERIES, BISCUITERIES, FABRICATION DE PRODUITS A BASE DE CEREALES",1.0
-1.0,-5.0,3.0,26.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,V,TRANSITAIRES ET AGREES EN DOUANE,1.0
0.0,-40.0,3.0,4.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,388065.0,3.0,106.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,J,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,57416.0,1.0,1.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,-2696035.0,1.0,30.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,-60.0,3.0,6.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,V,COMMERCE DE GROS ET DE DETAIL,1.0
-1.0,43321444.0,3.0,339.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,V,EXPLOITATION FORESTIERE,1.0
40.0,367733.0,1.0,80.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,"INSTALLATION RESEAUX ELECTRIQUE, TELEPHONIQUE,",1.0
-1.0,-11042.0,3.0,324.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,V,COMMERCE GENERAL,0.0
-1.0,-1.0,3.0,87.0,0.0,0.0,0.0,9,CENTRE DIV IMPOTS DE DOUALA 1,V,nan,0.0
0.0,254651.0,0.0,21.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,"HOTELS, RESTAURANTS, CAFES, BARS ET DANCING",0.0
13.0,291931.0,2.0,57.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,1.0
0.0,-506.0,3.0,99.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,ASSURANCES,0.0
-1.0,148601.0,3.0,47.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,BATIMENT ET TRAVAUX PUBLICS,1.0
-1.0,41160.0,0.0,6.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
3.0,3161.0,3.0,14.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,"AUTRES ACTIVITES FOURNIES A LA COLLECTIVITE, ACTIVITES SOCIALES ET PERSONNELLES",0.0
-1.0,4651187.0,3.0,370.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,"INSTALLATION RESEAUX ELECTRIQUE, TELEPHONIQUE,",1.0
-1.0,1469113.0,3.0,61.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,SERV. FOURN. AUX ENTREPRISES,1.0
-1.0,-658.0,3.0,67.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,SOINS MEDICAUX d a SERVICES,0.0
0.0,315582.0,3.0,207.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 2,V,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,1.0
-1.0,1098915.0,3.0,243.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,V,TRANSPORT ET ENTREPOSAGE,1.0
-1.0,92724.0,3.0,27.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA AKWA 1,V,ACTIVITES D'INFORMATION ET DE TELECOMMUNICATIONS,0.0
-1.0,17944.0,2.0,28.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,1.0
-1.0,-30350371.0,3.0,451.0,0.0,0.0,0.0,1,DIRECTION DES GRANDES ENTREPRISES,V,SERV. FOURN. AUX ENTREPRISES,0.0
2.0,20946.0,1.0,10.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,COMMERCE DE GROS ET DE DETAIL,1.0
0.0,387736.0,1.0,172.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,J,AUXILIAIRES DES TRANSPORTS AERIENS,1.0
-1.0,31668.0,3.0,10.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,V,COMMERCE DE GROS ET DE DETAIL,1.0
2.0,0.0,1.0,3.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,124504.0,1.0,7.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,J,"AUTRES ACTIVITES FOURNIES A LA COLLECTIVITE, ACTIVITES SOCIALES ET PERSONNELLES",0.0
-1.0,74902.0,2.0,99.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,J,TRANSITAIRES ET AGREES EN DOUANE,0.0
